username, created_at, lng, lat, text
oddballzwear, Thu Jun 11 08:40:32 +0000 2020, -80.244984, 36.087169, Thank You Solider 🙏🏾🇺🇸🤜🏽🤜🏽🤛🏼👊🏾👊🏽 The Vegan Vixen's video! #TikTok https://t.co/7XKeQrhNW9 
audrey_serrato, Thu Jun 11 08:40:32 +0000 2020, -95.158936, 29.668301, @Mauricio13323 @anahiq1027 I am asleep bai and Anahi stop being sad weak ass 
Hamiidi_Twisty, Thu Jun 11 08:40:32 +0000 2020, -77.728988, 39.634461, Just Finished Praying #Fajr, Talking To The LOML Then Shleeeep Shleeeep 😴 
bemorefocused, Thu Jun 11 08:40:32 +0000 2020, -73.279971, 40.841982, Im just saying 
4trapaholics, Thu Jun 11 08:40:32 +0000 2020, -117.197082, 33.688047, @itss_jayy_ As fake as your upper lip 
bowser21, Thu Jun 11 08:40:32 +0000 2020, -95.446486, 29.838495, @JaelynIman https://t.co/2dqZeeySHs 
songbird1945, Thu Jun 11 08:40:33 +0000 2020, -85.293073, 37.102359, My response is, are you kidding me? 
MAD_Monty_, Thu Jun 11 08:40:33 +0000 2020, -77.541767, 37.493111, @_shantiiiiii Buy me one 
youluvshanti, Thu Jun 11 08:40:33 +0000 2020, -84.322994, 32.891075, no bitch gon stop me from doing wdf i want by how expressing SHE think 😂 talk to god about it luv, i ain letting up 
donnielooks, Thu Jun 11 08:40:34 +0000 2020, -87.732013, 41.833585, @businessinsider Will Jeep give factory tours for owners? I’d love to stop through! 
riffatrehanarif, Thu Jun 11 08:40:34 +0000 2020, -71.088712, 42.313670, @IrshadBhatti336 Very true !!IK must get rid of these people !! 
MikeElk, Thu Jun 11 08:40:35 +0000 2020, -79.980689, 40.431389, Meet our new logo for @PaydayReport We’re no longer a scrappy start up but a sustainable news organization cited… https://t.co/YVibBK0F3m 
jonathannnnn2, Thu Jun 11 08:40:35 +0000 2020, -119.861792, 36.430973, @nunezadrian7 i try❤️ 
Hey__Zach, Thu Jun 11 08:40:35 +0000 2020, -97.935192, 29.895606, @YourAnonNews https://t.co/zoCh8mVot1 
NealDT4EMS, Thu Jun 11 08:40:35 +0000 2020, -85.768241, 37.822244, Finally a @stephenasmith I can agree with! 🤣😂🤣 
Mike41020862, Thu Jun 11 08:40:35 +0000 2020, -82.669467, 40.365160, @InaRust https://t.co/sdOQhFjnvL 
CurtisBroom, Thu Jun 11 08:40:35 +0000 2020, -78.657837, 35.843981, @allenanalysis @DianehDodwell @ProjectLincoln I feel your pain, I cannot even crack 2000 followers!  But I got your back. 
insonifier, Thu Jun 11 08:40:35 +0000 2020, -79.761426, 40.494116, @RitaPanahi That Minnesota had a statue of Columbus?  Exactly, lunacy. What was it's purpose?  To troll the Native American population? 
bakokid_, Thu Jun 11 08:40:36 +0000 2020, -119.025163, 35.346902, Something about that saxophone https://t.co/zYVTFKO4AR 
davidmeyers2858, Thu Jun 11 08:40:36 +0000 2020, -122.868989, 42.343589, @uhbroncofan what’s more boring Coop, watching golf or NASCAR? 
RWSinRI63, Thu Jun 11 08:40:37 +0000 2020, -71.456181, 41.857695, @Nurse_K_ looks like I won't see your tits because i have no tats...lol 
bluelava67, Thu Jun 11 08:40:37 +0000 2020, -118.411907, 34.020789, @realh0eswives Duely noted 
greity, Thu Jun 11 08:40:37 +0000 2020, -118.411907, 34.020789, @ChuckCallesto You hear the joke about the cure for covid? No?Oh man, its a riot. 😏 
CoreyLFontenot, Thu Jun 11 08:40:38 +0000 2020, -91.401008, 30.937336, @uyunats Sexy 
owenwardsr, Thu Jun 11 08:40:39 +0000 2020, -83.804475, 27.698682, @natipopi @RustyBatchelor Why are you putting up with these communist Portland ???#AntifaDomesticTerrorists #LockThemUp 
JOHNNYHORSES, Thu Jun 11 08:40:39 +0000 2020, -73.849441, 40.850347, It’s about time💯😉🇺🇸 
anibalnka, Thu Jun 11 08:40:39 +0000 2020, -77.604684, 41.117936, @Katthe_Diaz Que pasó amorcito. 
hitmanriggi, Thu Jun 11 08:40:39 +0000 2020, -101.701754, 34.188727, Need my dick slurped on 
UwaziZamani, Thu Jun 11 08:40:39 +0000 2020, -95.446486, 29.838495, COME THROUGH!!!! #UT24 https://t.co/hQUvNId5oY 
ChangeAgentFun, Thu Jun 11 08:40:40 +0000 2020, -123.122401, 44.065621, @RepMattGaetz You ate a horrible leader, I don’t even want to listen what comes out of your face when you speak 
IAmCindaB, Thu Jun 11 08:40:40 +0000 2020, -89.266508, 39.739300, 💥🎙️ Driving Fore - Personification Runner Road Scene... Word Bundle 👤🎷 https://t.co/VrpDH8RaYf 
hector99500855, Thu Jun 11 08:40:40 +0000 2020, -73.860857, 40.944568, Miren nada mas 
noneofusarefree, Thu Jun 11 08:40:40 +0000 2020, -72.592382, 46.360669, Hong Kong. Stop à la répression ! https://t.co/jQ9SYCNsqf via @amnestybe 
heart_kingdom_, Thu Jun 11 08:40:40 +0000 2020, -80.156826, 26.179921, @PettyMystic My dad opens the door just to look at me then closes like if I was doing something 😭💀 
e_aguilarr, Thu Jun 11 08:40:42 +0000 2020, -119.025163, 35.346902, @istoleurvcards 🙄 
JohnRossJPS, Thu Jun 11 08:40:42 +0000 2020, -79.272570, 43.629311, The question is... How do I add a cane to my avatar? 
colleenblueeyes, Thu Jun 11 08:40:44 +0000 2020, -80.249773, 26.270261, @seanhannity What a COMPLETE IDIOT!!!🙈🙊🙉 
1_CaptainKirk, Thu Jun 11 08:40:45 +0000 2020, -89.533770, 34.354670, Ain’t nun lik dat watered down fruit punch in da middle of da night 
PedestrianHere, Thu Jun 11 08:40:45 +0000 2020, -117.824049, 33.810159, Single by default 🧚🏼 
idcccc_domi, Thu Jun 11 08:40:45 +0000 2020, -86.611411, 34.706027, @feecaption Thank you sis! I’m trying 😭🙌🏼❤️❤️ 
